id,Cats,Dogs,No data,None
5668627087,0,0,0,1
5668626842,0,0,0,1
5668626676,1,1,0,0
5668626465,0,0,0,1
5668625213,1,0,0,0
5668625162,1,1,0,0
5668624930,1,1,0,0
5668624662,1,1,0,0
5668624206,1,1,0,0
5668623633,1,1,0,0
5668623209,1,1,0,0
5668622981,1,1,0,0
5668622961,1,1,0,0
5668622946,1,1,0,0
5668622453,1,1,0,0
5668622339,1,1,0,0
5668621889,1,1,0,0
5668621830,0,0,0,1
5668621454,1,0,0,0
5668621331,1,1,0,0
5668621287,1,1,0,0
5668620290,1,1,0,0
5668619783,1,1,0,0
5668619724,1,1,0,0
5668619613,1,1,0,0
5668618437,0,0,0,1
5668618352,1,1,0,0
5668618282,0,0,0,1
5668617440,1,1,0,0
5668617066,0,0,0,1
5668616030,1,1,0,0
5668615955,1,1,0,0
5668615506,1,1,0,0
5668615402,1,1,0,0
5668615291,1,1,0,0
5668614850,1,1,0,0
5668614656,1,0,0,0
5668614629,1,1,0,0
5668614605,1,0,0,0
5668614542,1,1,0,0
5668614420,1,1,0,0
5668614327,1,1,0,0
5668614269,1,1,0,0
5668614197,1,1,0,0
5668613910,1,1,0,0
5668613307,1,1,0,0
5668613068,1,1,0,0
5668612522,1,1,0,0
5668612459,1,1,0,0
5668612386,1,1,0,0
5668612295,1,1,0,0
5668611825,1,1,0,0
5668611702,1,1,0,0
5668611527,1,1,0,0
5668611416,1,1,0,0
5668610470,0,0,0,1
5668610423,0,0,0,1
5668609312,0,0,0,1
5668639995,1,1,0,0
5668639874,0,0,0,1
5668639708,1,0,0,0
5668638516,0,0,0,1
5668638412,1,1,0,0
5668637495,1,1,0,0
5668637215,1,0,0,0
5668637101,1,1,0,0
5668635418,1,1,0,0
5668635331,1,1,0,0
5668635052,1,1,0,0
5668634974,0,0,0,1
5668634963,0,0,0,1
5668634259,0,0,0,1
5668633596,0,0,0,1
5668633308,1,1,0,0
5668633249,0,0,0,1
5668633169,0,0,0,1
5668632726,1,1,0,0
5668632685,1,1,0,0
5668632667,1,1,0,0
5668632646,0,0,0,1
5668632125,0,0,0,1
5668632061,0,0,0,1
5668631514,0,0,0,1
5668630966,0,0,0,1
5668630433,1,1,0,0
5668629999,0,0,0,1
5668629706,0,0,0,1
5668629615,0,0,0,1
5668629173,1,1,0,0
5668629000,1,1,0,0
5668628991,1,1,0,0
5668628774,0,0,0,1
5668628728,1,1,0,0
5668627681,0,0,0,1
5668627076,1,1,0,0
5668626783,1,1,0,0
5668626585,0,1,0,0
5668626240,0,0,0,1
5668626180,0,0,0,1
5668625716,1,0,0,0
5668625512,1,1,0,0
5668625207,1,0,0,0
5668624966,1,0,0,0
5668624858,1,1,0,0
5668624057,1,1,0,0
5668623244,1,1,0,0
5668622956,1,1,0,0
5668622804,1,1,0,0
5668622153,1,1,0,0
5668621321,0,0,0,1
5668621314,0,0,0,1
5668621236,1,1,0,0
5668621224,0,0,0,1
5668620883,0,0,0,1
5668620812,1,1,0,0
5668619198,1,1,0,0
5668618772,0,0,0,1
5668618537,1,1,0,0
5668618472,0,0,0,1
5668618370,0,0,0,1
5668617919,1,1,0,0
5668617470,1,1,0,0
5668617384,1,1,0,0
5668616934,1,1,0,0
5668616706,1,1,0,0
5668616612,1,1,0,0
5668616457,0,0,0,1
5668616445,1,1,0,0
5668616074,0,0,0,1
5668615861,1,1,0,0
5668615760,1,0,0,0
5668615411,0,0,0,1
5668615367,1,1,0,0
5668615256,1,0,0,0
5668615033,1,1,0,0
5668614867,1,1,0,0
5668614140,1,1,0,0
5668613946,1,1,0,0
5668612324,1,1,0,0
5668612083,1,1,0,0
5668611847,1,1,0,0
5668611460,0,0,0,1
5668611055,1,1,0,0
5668610488,0,0,0,1
5668609911,1,1,0,0
5668609631,1,1,0,0
5668609620,1,1,0,0
5668609397,1,0,0,0
5668609281,1,1,0,0
5668609233,1,1,0,0
5668640287,0,0,0,1
5668639864,1,1,0,0
5668639010,1,1,0,0
5668638943,1,1,0,0
5668638523,1,0,0,0
5668638381,0,0,0,1
5668638036,1,1,0,0
5668637824,0,0,0,1
5668637408,0,0,0,1
5668636839,1,0,0,0
5668636720,0,0,0,1
5668636220,1,0,0,0
5668635585,1,1,0,0
5668634944,0,0,0,1
5668634267,1,1,0,0
5668633423,0,1,0,0
5668633408,1,1,0,0
5668633288,1,1,0,0
5668633094,0,0,0,1
5668632836,1,1,0,0
5668632712,1,1,0,0
5668632600,1,1,0,0
5668632567,0,0,0,1
5668632375,0,0,0,1
5668632323,0,0,0,1
5668631879,1,1,0,0
5668631681,0,0,0,1
5668631581,0,0,0,1
5668631475,0,0,0,1
5668631047,0,0,0,1
5668631012,0,0,0,1
5668630252,0,0,0,1
5668630163,0,0,0,1
5668630035,0,0,0,1
5668629857,1,1,0,0
5668629852,1,0,0,0
5668629374,0,0,0,1
5668628928,0,0,0,1
5668628739,1,1,0,0
5668628156,0,0,0,1
5668627727,0,0,0,1
5668627705,1,1,0,0
5668627552,1,1,0,0
5668626805,1,1,0,0
5668626201,0,0,0,1
5668625352,1,1,0,0
5668625256,1,1,0,0
5668625240,1,1,0,0
5668624591,0,0,0,1
5668624357,1,1,0,0
5668623854,1,1,0,0
5668623597,1,1,0,0
5668623224,1,1,0,0
5668623032,1,1,0,0
5668621381,0,0,0,1
5668621302,1,1,0,0
5668620079,1,1,0,0
5668619656,1,1,0,0
5668618832,1,1,0,0
5668618375,0,0,0,1
5668617994,1,1,0,0
5668617456,1,1,0,0
5668616424,1,0,0,0
5668616077,1,1,0,0
5668616051,1,1,0,0
5668615706,0,0,0,1
5668615534,1,1,0,0
5668615435,1,1,0,0
5668615239,1,0,0,0
5668615122,1,1,0,0
5668614771,1,1,0,0
5668614762,1,1,0,0
5668614438,1,1,0,0
5668613520,1,1,0,0
5668613335,1,1,0,0
5668613174,0,0,0,1
5668612869,0,0,0,1
5668611963,1,0,0,0
5668611911,1,0,0,0
5668611893,1,0,0,0
5668611760,1,1,0,0
5668611729,1,1,0,0
5668611710,1,1,0,0
5668611511,1,1,0,0
5668610972,1,1,0,0
5668610734,1,1,0,0
5668610317,1,0,0,0
5668609854,0,0,0,1
5668609446,1,0,0,0
5668609140,1,1,0,0
5668609131,1,1,0,0
5668640066,1,1,0,0
5668639888,1,1,0,0
5668638785,1,0,0,0
5668638111,1,1,0,0
5668637836,1,1,0,0
5668636782,1,1,0,0
5668636698,0,0,0,1
5668636694,0,0,0,1
5668636216,0,0,0,1
5668635909,1,1,0,0
5668635728,0,0,0,1
5668635322,0,0,0,1
5668635307,1,1,0,0
5668635277,0,1,0,0
5668635068,1,1,0,0
5668635022,1,1,0,0
5668634880,1,1,0,0
5668634478,1,1,0,0
5668634040,0,0,0,1
5668633899,1,1,0,0
5668633756,0,0,0,1
5668633399,0,0,0,1
5668633383,1,1,0,0
5668633231,1,1,0,0
5668633097,0,0,0,1
5668633031,1,1,0,0
5668632985,1,1,0,0
5668632913,1,1,0,0
5668632656,1,1,0,0
5668631969,1,1,0,0
5668631765,0,0,0,1
5668631364,0,0,0,1
5668630686,1,1,0,0
5668630663,0,0,0,1
5668630583,0,0,0,1
5668630515,0,0,0,1
5668630398,1,1,0,0
5668629911,1,1,0,0
5668629880,0,0,0,1
5668629876,0,0,0,1
5668629467,1,1,0,0
5668629250,0,0,0,1
5668628790,0,0,0,1
5668628546,1,1,0,0
5668628358,0,0,0,1
5668628290,0,0,0,1
5668628133,0,0,0,1
5668628050,1,1,0,0
5668628026,1,1,0,0
5668627312,0,0,0,1
5668627218,1,1,0,0
5668627169,0,0,0,1
5668627134,0,0,0,1
5668626950,1,1,0,0
5668626706,0,0,0,1
5668626571,1,1,0,0
5668626424,0,0,0,1
5668625609,0,0,0,1
5668625393,1,1,0,0
5668625196,1,1,0,0
5668625140,1,1,0,0
5668625050,1,1,0,0
5668624654,1,1,0,0
5668624256,1,1,0,0
5668623923,0,0,0,1
5668623870,1,1,0,0
5668623812,1,1,0,0
5668623765,1,1,0,0
5668623604,1,1,0,0
5668623516,0,0,0,1
5668623213,0,0,0,1
5668622498,0,0,0,1
5668622383,1,1,0,0
5668622064,1,1,0,0
5668621941,1,1,0,0
5668621292,1,1,0,0
5668620905,1,1,0,0
5668620894,1,1,0,0
5668620807,1,1,0,0
5668620767,1,1,0,0
5668619714,0,0,0,1
5668619471,1,1,0,0
5668619448,1,1,0,0
5668619433,1,1,0,0
5668619381,1,0,0,0
5668619270,1,1,0,0
5668619053,1,1,0,0
5668618611,1,1,0,0
5668618295,0,0,0,1
5668618203,0,0,0,1
5668618073,1,1,0,0
5668618056,1,1,0,0
5668618029,1,1,0,0
5668617516,1,1,0,0
5668617133,1,1,0,0
5668616902,1,1,0,0
5668616773,1,1,0,0
5668616640,1,1,0,0
5668616400,0,0,0,1
5668616326,0,0,0,1
5668616001,1,1,0,0
5668615523,1,1,0,0
5668615249,1,1,0,0
5668615119,1,1,0,0
5668614981,1,1,0,0
5668614931,1,1,0,0
5668614900,1,1,0,0
5668614794,1,1,0,0
5668614767,1,1,0,0
5668614723,1,1,0,0
5668614354,1,1,0,0
5668614303,1,0,0,0
5668614151,1,0,0,0
5668613999,1,1,0,0
5668613646,1,1,0,0
5668613569,1,1,0,0
5668612785,1,1,0,0
5668612722,1,1,0,0
5668612345,1,1,0,0
5668612094,1,0,0,0
5668611765,1,1,0,0
5668611433,1,0,0,0
5668611375,1,1,0,0
5668611349,1,1,0,0
5668611010,1,0,0,0
5668610908,1,1,0,0
5668610793,1,1,0,0
5668609966,1,1,0,0
5668609773,1,1,0,0
5668609359,1,0,0,0
5668609084,0,0,0,1
5668254891,0,0,1,0
5668640022,1,1,0,0
5668639582,1,1,0,0
5668639243,0,0,0,1
5668639023,1,1,0,0
5668638348,0,0,0,1
5668638108,1,1,0,0
5668637153,1,1,0,0
5668636890,0,0,0,1
5668636552,1,1,0,0
5668636449,1,0,0,0
5668635878,1,1,0,0
5668635437,0,0,0,1
5668635375,1,1,0,0
5668635014,0,0,0,1
5668634511,0,0,0,1
5668634460,1,1,0,0
5668634269,1,1,0,0
5668633859,1,1,0,0
5668633216,1,1,0,0
5668633139,0,0,0,1
5668633019,1,1,0,0
5668632844,1,1,0,0
5668632790,1,1,0,0
5668632533,0,0,0,1
5668632182,1,1,0,0
5668632109,1,1,0,0
5668631976,1,1,0,0
5668631741,0,0,0,1
5668631695,0,0,0,1
5668631577,0,0,0,1
5668631420,0,0,0,1
5668630989,0,0,0,1
5668630787,0,0,0,1
5668630259,1,1,0,0
5668630197,1,0,0,0
5668630139,1,1,0,0
5668630069,0,0,0,1
5668629975,0,0,0,1
5668629830,1,0,0,0
5668629166,1,1,0,0
5668628429,0,0,0,1
5668628347,1,1,0,0
5668628335,1,1,0,0
5668628145,1,1,0,0
5668628117,0,0,0,1
5668628030,1,1,0,0
5668627995,0,1,0,0
5668627992,1,1,0,0
5668627912,1,1,0,0
5668627675,1,1,0,0
5668627626,1,1,0,0
5668627534,1,0,0,0
5668627377,1,1,0,0
5668627323,1,1,0,0
5668626845,0,0,0,1
5668626525,1,1,0,0
5668626451,1,1,0,0
5668626288,0,0,0,1
5668625740,1,1,0,0
5668625658,1,1,0,0
5668625414,1,1,0,0
5668625017,0,0,0,1
5668624886,1,1,0,0
5668624401,1,1,0,0
5668624253,0,0,0,1
5668624198,1,1,0,0
5668623579,1,1,0,0
5668623276,1,1,0,0
5668623201,1,1,0,0
5668623062,1,0,0,0
5668622893,0,0,0,1
5668622807,0,0,0,1
5668622654,1,1,0,0
5668622127,1,1,0,0
5668622113,1,1,0,0
5668622025,0,0,0,1
5668621702,0,0,0,1
5668621076,1,1,0,0
5668620590,0,0,0,1
5668620342,1,1,0,0
5668619634,0,0,0,1
5668618785,0,0,0,1
5668618551,0,0,0,1
5668618231,0,0,0,1
5668618188,0,0,0,1
5668618081,1,1,0,0
5668618068,1,1,0,0
5668617313,1,1,0,0
5668617198,1,1,0,0
5668616950,1,1,0,0
5668616731,1,1,0,0
5668616632,1,1,0,0
5668616428,1,1,0,0
5668616256,1,1,0,0
5668615104,1,1,0,0
5668614879,1,1,0,0
5668614782,1,1,0,0
5668614362,0,0,0,1
5668614265,1,0,0,0
5668614256,1,1,0,0
5668613891,1,1,0,0
5668613721,1,1,0,0
5668613529,1,1,0,0
5668613253,1,1,0,0
5668612791,1,1,0,0
5668612545,0,0,0,1
5668612310,0,0,0,1
5668611879,1,0,0,0
5668611866,1,1,0,0
5668611619,1,1,0,0
5668611579,1,1,0,0
5668611525,1,1,0,0
5668611351,1,1,0,0
5668611250,1,1,0,0
5668611152,1,1,0,0
5668611037,1,1,0,0
5668610791,1,1,0,0
5668610772,1,1,0,0
5668610677,1,1,0,0
5668610269,1,1,0,0
5668609385,1,1,0,0
5668639793,1,1,0,0
5668639575,1,1,0,0
5668639549,1,1,0,0
5668639532,1,1,0,0
5668639430,1,1,0,0
5668638981,1,1,0,0
5668638940,0,0,0,1
5668638885,0,0,0,1
5668637991,0,0,0,1
5668637986,1,1,0,0
5668637683,0,0,0,1
5668637293,1,0,0,0
5668636619,1,1,0,0
5668636344,1,1,0,0
5668636339,0,1,0,0
5668636287,1,1,0,0
5668636049,1,1,0,0
5668635512,1,1,0,0
5668635500,1,1,0,0
5668635390,1,0,0,0
5668634571,0,0,0,1
5668634503,1,1,0,0
5668634329,1,1,0,0
5668633186,0,0,0,1
5668633143,0,0,0,1
5668632518,0,0,0,1
5668632377,0,0,0,1
5668632295,0,0,0,1
5668632232,0,0,0,1
5668632203,0,0,0,1
5668632188,0,0,0,1
5668631798,0,0,0,1
5668631749,0,0,0,1
5668631496,0,0,0,1
5668631349,0,0,0,1
5668631074,0,0,0,1
5668630933,1,1,0,0
5668630682,1,1,0,0
5668630525,1,1,0,0
5668630308,1,1,0,0
5668630136,1,1,0,0
5668630083,0,0,0,1
5668629994,0,0,0,1
5668629979,0,0,0,1
5668629653,0,0,0,1
5668629580,0,0,0,1
5668629380,1,1,0,0
5668628800,1,1,0,0
5668628724,1,1,0,0
5668628046,1,1,0,0
5668627830,1,0,0,0
5668627701,1,1,0,0
5668627510,0,0,0,1
5668627047,1,1,0,0
5668626751,1,1,0,0
5668626523,1,1,0,0
5668626066,0,0,0,1
5668625748,0,0,0,1
5668625559,1,1,0,0
5668625234,1,0,0,0
5668624955,0,0,0,1
5668624704,1,1,0,0
5668624493,1,1,0,0
5668624460,0,1,0,0
5668624456,1,1,0,0
5668624110,1,1,0,0
5668623807,1,1,0,0
5668622491,1,1,0,0
5668622471,0,0,0,1
5668622217,1,1,0,0
5668621349,1,1,0,0
5668621325,1,1,0,0
5668620500,0,0,0,1
5668620355,1,0,0,0
5668620012,1,1,0,0
5668619728,1,1,0,0
5668619624,1,1,0,0
5668619521,0,0,0,1
5668619515,0,0,0,1
5668619437,1,0,0,0
5668618460,1,1,0,0
5668618430,0,0,0,1
5668618344,1,1,0,0
5668618110,1,1,0,0
5668618026,1,1,0,0
5668618016,1,1,0,0
5668617862,1,0,0,0
5668617857,1,0,0,0
5668617831,1,1,0,0
5668617391,1,1,0,0
5668617268,1,1,0,0
5668616545,1,1,0,0
5668616165,1,1,0,0
5668616085,1,1,0,0
5668616061,1,1,0,0
5668615566,1,1,0,0
5668615157,1,1,0,0
5668614643,1,1,0,0
5668614623,1,0,0,0
5668614464,0,0,0,1
5668614318,1,1,0,0
5668614189,1,1,0,0
5668614121,1,1,0,0
5668614115,1,1,0,0
5668613918,1,1,0,0
5668613488,1,1,0,0
5668612105,1,1,0,0
5668611976,1,1,0,0
5668611534,1,1,0,0
5668611436,1,1,0,0
5668611261,1,1,0,0
5668611218,1,1,0,0
5668610923,0,0,0,1
5668610885,1,1,0,0
5668610835,1,1,0,0
5668610715,1,1,0,0
5668610569,1,1,0,0
5668610547,0,0,0,1
5668610405,0,0,0,1
5668609848,1,1,0,0
5668609759,0,0,0,1
5668609289,1,1,0,0
5668609212,1,1,0,0
5668640238,1,1,0,0
5668640192,1,1,0,0
5668640003,1,0,0,0
5668639974,1,1,0,0
5668639667,1,1,0,0
5668639518,0,0,0,1
5668639018,0,0,0,1
5668638100,1,1,0,0
5668637946,1,1,0,0
5668637883,1,1,0,0
5668637740,0,0,0,1
5668637703,1,1,0,0
5668637580,1,1,0,0
5668636985,1,1,0,0
5668636864,0,0,0,1
5668636595,1,1,0,0
5668636158,0,0,0,1
5668636012,0,0,0,1
5668635883,1,1,0,0
5668635564,1,1,0,0
5668635193,1,1,0,0
5668634993,1,1,0,0
5668634861,1,0,0,0
5668634743,1,1,0,0
5668634394,1,1,0,0
5668633676,1,0,0,0
5668633647,0,0,0,1
5668633506,1,0,0,0
5668633436,0,0,0,1
5668633024,1,1,0,0
5668632865,0,0,0,1
5668632809,1,1,0,0
5668632550,0,0,0,1
5668632480,0,0,0,1
5668632469,0,0,0,1
5668632224,0,0,0,1
5668632114,0,0,0,1
5668632020,0,0,0,1
5668631652,0,0,0,1
5668631570,0,0,0,1
5668631326,0,0,0,1
5668631105,0,0,0,1
5668631054,0,0,0,1
5668630728,1,1,0,0
5668630695,1,1,0,0
5668630654,0,0,0,1
5668630298,0,0,0,1
5668630222,0,0,0,1
5668630184,1,1,0,0
5668630065,1,1,0,0
5668629940,0,0,0,1
5668629883,1,1,0,0
5668629794,1,1,0,0
5668629749,1,1,0,0
5668629723,0,0,0,1
5668629512,0,0,0,1
5668629472,1,1,0,0
5668629245,1,1,0,0
5668629202,0,1,0,0
5668628950,0,0,0,1
5668628920,1,1,0,0
5668628471,0,0,0,1
5668628331,1,1,0,0
5668628039,0,0,0,1
5668627914,1,1,0,0
5668627538,1,1,0,0
5668626994,0,0,0,1
5668626862,0,0,0,1
5668626780,1,1,0,0
5668626538,0,0,0,1
5668626355,0,1,0,0
5668626061,0,0,0,1
5668625680,1,1,0,0
5668625547,1,1,0,0
5668625411,0,0,0,1
5668624973,1,1,0,0
5668624922,1,1,0,0
5668624917,1,1,0,0
5668624667,1,1,0,0
5668624606,0,1,0,0
5668624434,1,1,0,0
5668624228,1,1,0,0
5668624138,1,1,0,0
5668623834,1,1,0,0
5668623488,0,0,0,1
5668623261,1,1,0,0
5668623189,1,1,0,0
5668623167,1,1,0,0
5668622846,1,1,0,0
5668622478,1,1,0,0
5668621929,0,0,0,1
5668621816,1,1,0,0
5668621395,0,0,0,1
5668621269,0,0,0,1
5668620890,1,1,0,0
5668620515,1,1,0,0
5668620506,1,1,0,0
5668620461,1,1,0,0
5668620300,1,0,0,0
5668620017,1,1,0,0
5668619630,1,1,0,0
5668619011,1,1,0,0
5668618988,1,0,0,0
5668618882,0,0,0,1
5668617879,1,1,0,0
5668617778,1,1,0,0
5668617584,0,0,0,1
5668617495,1,0,0,0
5668617059,1,1,0,0
5668616394,1,1,0,0
5668616380,1,1,0,0
5668616094,1,1,0,0
5668615681,0,0,0,1
5668615591,1,1,0,0
5668615493,1,1,0,0
5668615259,1,1,0,0
5668615192,1,1,0,0
5668615018,1,1,0,0
5668614972,1,1,0,0
5668614911,1,1,0,0
5668614810,1,1,0,0
5668614620,1,1,0,0
5668614614,0,0,0,1
5668614456,1,1,0,0
5668614441,1,1,0,0
5668614109,1,1,0,0
5668613942,1,1,0,0
5668613508,1,1,0,0
5668613369,1,1,0,0
5668613108,1,1,0,0
5668612782,1,1,0,0
5668612774,1,0,0,0
5668612651,1,1,0,0
5668612413,0,0,0,1
5668612221,1,1,0,0
5668612027,1,1,0,0
5668611312,1,1,0,0
5668610775,1,1,0,0
5668610646,1,1,0,0
5668610483,0,0,0,1
5668610255,1,1,0,0
5668609239,1,1,0,0
5668609203,1,1,0,0
5668251291,0,0,1,0
5668640050,0,0,0,1
5668639988,0,0,0,1
5668639893,1,1,0,0
5668639596,0,0,0,1
5668639587,1,1,0,0
5668639473,1,1,0,0
5668639235,1,1,0,0
5668638875,1,1,0,0
5668638570,1,1,0,0
5668638032,0,0,0,1
5668637952,0,0,0,1
5668637694,0,0,0,1
5668637425,1,1,0,0
5668637129,1,1,0,0
5668636545,1,0,0,0
5668636235,0,0,0,1
5668636189,1,1,0,0
5668635750,0,0,0,1
5668635720,1,0,0,0
5668635137,1,1,0,0
5668634985,1,1,0,0
5668634831,0,0,0,1
5668634777,1,1,0,0
